ID,chr,name,fam,str,start,end,chr_size
83.te00119,33,chr33_33.00716,2,-,35816,36437,1583673
83.te00126,33,chr33_33.00717,2,-,45258,45871,1583673
83.te00129,33,chr33_33.00718,2,-,47785,48421,1583673
83.te00157,33,chr33_33.00721,2,+,82772,83397,1583673
83.te00069,33,chr33_33.00722,2,+,106017,106640,1583673
83.te00105,33,chr33_33.00723,2,-,181185,181818,1583673
83.te00108,33,chr33_33.00726,2,-,193274,193894,1583673
83.te00110,33,chr33_33.00728,2,-,206202,206828,1583673
83.te00111,33,chr33_33.00729,2,-,233547,234189,1583673
83.te00112,33,chr33_33.00730,2,-,244391,245040,1583673
83.te00114,33,chr33_33.00731,2,-,247358,247991,1583673
83.te00116,33,chr33_33.00733,2,-,263638,264259,1583673
83.te00120,33,chr33_33.00736,2,+,399836,400477,1583673
83.te00121,33,chr33_33.00737,2,+,419515,420062,1583673
83.te00124,33,chr33_33.00740,2,+,428717,429351,1583673
83.te00125,33,chr33_33.00741,2,+,440941,441548,1583673
83.te00127,33,chr33_33.00742,2,+,463763,464399,1583673
83.te00130,33,chr33_33.00744,2,+,493769,494366,1583673
83.te00131,33,chr33_33.00745,2,+,500935,501573,1583673
83.te00132,33,chr33_33.00746,2,+,519357,519958,1583673
83.te00133,33,chr33_33.00747,2,-,540511,541106,1583673
83.te00135,33,chr33_33.00749,2,+,583232,583689,1583673
83.te00143,33,chr33_33.00756,2,+,624159,624718,1583673
83.te00146,33,chr33_33.00759,2,+,658200,658752,1583673
83.te00148,33,chr33_33.00760,2,+,734567,735151,1583673
83.te00149,33,chr33_33.00761,2,+,764827,765405,1583673
83.te00150,33,chr33_33.00762,2,+,770729,771294,1583673
83.te00152,33,chr33_33.00764,2,+,781337,781902,1583673
83.te00158,33,chr33_33.00768,2,+,830010,830578,1583673
83.te00159,33,chr33_33.00769,2,+,836992,837566,1583673
83.te00160,33,chr33_33.00770,2,-,882956,883530,1583673
83.te00161,33,chr33_33.00771,2,+,885679,886268,1583673
83.te00164,33,chr33_33.00774,2,+,909848,910425,1583673
83.te00066,33,chr33_33.00781,2,+,1040894,1041510,1583673
83.te00067,33,chr33_33.00782,2,-,1043384,1043993,1583673
83.te00068,33,chr33_33.00783,2,+,1059729,1060338,1583673
83.te00071,33,chr33_33.00785,2,-,1121607,1122196,1583673
83.te00073,33,chr33_33.00787,2,+,1140982,1141591,1583673
83.te00074,33,chr33_33.00788,2,+,1144059,1144709,1583673
83.te00077,33,chr33_33.00791,2,+,1197051,1197666,1583673
83.te00084,33,chr33_33.00798,2,+,1301276,1301803,1583673
83.te00091,33,chr33_33.00805,2,+,1339431,1339964,1583673
83.te00092,33,chr33_33.00806,2,+,1376336,1376904,1583673
83.te00095,33,chr33_33.00809,2,+,1441896,1442442,1583673
83.te00098,33,chr33_33.00812,2,-,1460883,1461466,1583673
83.te00099,33,chr33_33.00813,2,+,1469018,1469588,1583673
83.te00102,33,chr33_33.00816,2,+,1487913,1488500,1583673
83.te00103,33,chr33_33.00817,2,+,1561692,1562298,1583673
84.te00104,34,chr34_34.00758,1,+,55971,56279,1866754
84.te00155,34,chr34_34.00759,1,+,90809,91046,1866754
84.te00003,34,chr34_34.00760,1,+,104178,104618,1866754
84.te00030,34,chr34_34.00763,1,+,133400,133855,1866754
84.te00043,34,chr34_34.00764,1,+,144030,144227,1866754
84.te00068,34,chr34_34.00766,1,+,192894,193093,1866754
84.te00069,34,chr34_34.00767,1,+,201816,202394,1866754
84.te00070,34,chr34_34.00768,1,+,202464,202939,1866754
84.te00071,34,chr34_34.00769,1,+,220272,221220,1866754
84.te00076,34,chr34_34.00772,1,+,282076,282451,1866754
84.te00079,34,chr34_34.00774,1,+,321626,321945,1866754
84.te00080,34,chr34_34.00775,1,-,321853,322425,1866754
84.te00085,34,chr34_34.00780,1,+,372116,373114,1866754
84.te00090,34,chr34_34.00784,1,+,416853,417441,1866754
84.te00091,34,chr34_34.00785,1,+,417442,417951,1866754
84.te00093,34,chr34_34.00787,1,+,430948,431668,1866754
84.te00096,34,chr34_34.00790,1,+,470958,471526,1866754
84.te00099,34,chr34_34.00792,1,-,481535,482313,1866754
84.te00100,34,chr34_34.00793,1,-,482324,482680,1866754
84.te00101,34,chr34_34.00794,1,-,522357,522723,1866754
84.te00107,34,chr34_34.00799,1,-,653290,653951,1866754
84.te00110,34,chr34_34.00801,1,-,707210,707627,1866754
84.te00111,34,chr34_34.00802,1,+,710541,711084,1866754
84.te00112,34,chr34_34.00803,1,-,714783,715177,1866754
84.te00113,34,chr34_34.00804,1,+,718095,718638,1866754
84.te00114,34,chr34_34.00805,1,-,722325,722719,1866754
84.te00115,34,chr34_34.00806,1,+,725631,726174,1866754
84.te00116,34,chr34_34.00807,1,-,729602,729996,1866754
84.te00117,34,chr34_34.00808,1,+,732901,733444,1866754
84.te00118,34,chr34_34.00809,1,-,737133,737527,1866754
84.te00119,34,chr34_34.00810,1,+,740501,741044,1866754
84.te00120,34,chr34_34.00811,1,-,744731,745125,1866754
84.te00121,34,chr34_34.00812,1,+,748030,748573,1866754
84.te00122,34,chr34_34.00813,1,-,752270,752664,1866754
84.te00123,34,chr34_34.00814,1,+,755569,756112,1866754
84.te00124,34,chr34_34.00815,1,-,759797,760191,1866754
84.te00125,34,chr34_34.00816,1,+,763108,763651,1866754
84.te00126,34,chr34_34.00817,1,-,767340,767734,1866754
84.te00127,34,chr34_34.00818,1,+,770650,771193,1866754
84.te00128,34,chr34_34.00819,1,-,774888,775282,1866754
84.te00129,34,chr34_34.00820,1,+,778184,778727,1866754
84.te00130,34,chr34_34.00821,1,-,782411,782805,1866754
84.te00131,34,chr34_34.00822,1,+,785722,786265,1866754
84.te00132,34,chr34_34.00823,1,-,789964,790358,1866754
84.te00133,34,chr34_34.00824,1,+,793275,793818,1866754
84.te00134,34,chr34_34.00825,1,-,797517,797911,1866754
84.te00135,34,chr34_34.00826,1,+,800817,801360,1866754
84.te00136,34,chr34_34.00827,1,-,805047,805441,1866754
84.te00137,34,chr34_34.00828,1,+,808356,808899,1866754
84.te00138,34,chr34_34.00829,1,-,812594,812988,1866754
84.te00139,34,chr34_34.00830,1,+,815910,816453,1866754
84.te00140,34,chr34_34.00831,1,-,819881,820275,1866754
84.te00141,34,chr34_34.00832,1,+,823179,823722,1866754
84.te00142,34,chr34_34.00833,1,-,827419,827813,1866754
84.te00143,34,chr34_34.00834,1,+,830731,831274,1866754
84.te00144,34,chr34_34.00835,1,-,834957,835351,1866754
84.te00145,34,chr34_34.00836,1,+,838265,838808,1866754
84.te00146,34,chr34_34.00837,1,-,842504,842898,1866754
84.te00147,34,chr34_34.00838,1,+,845811,846354,1866754
84.te00148,34,chr34_34.00839,1,-,850049,850443,1866754
84.te00149,34,chr34_34.00840,1,+,853349,853892,1866754
84.te00150,34,chr34_34.00841,1,-,857581,857975,1866754
84.te00151,34,chr34_34.00842,1,+,860880,861423,1866754
84.te00152,34,chr34_34.00843,1,-,865123,865517,1866754
84.te00153,34,chr34_34.00844,1,+,868421,868964,1866754
84.te00156,34,chr34_34.00846,1,-,913162,913424,1866754
84.te00157,34,chr34_34.00847,1,-,915551,915879,1866754
84.te00158,34,chr34_34.00848,1,-,933680,934762,1866754
84.te00159,34,chr34_34.00849,1,-,935344,935645,1866754
84.te00160,34,chr34_34.00850,1,-,947466,948552,1866754
84.te00162,34,chr34_34.00852,1,-,971630,972700,1866754
84.te00163,34,chr34_34.00853,1,-,973282,973582,1866754
84.te00004,34,chr34_34.00857,1,-,1049869,1050884,1866754
84.te00005,34,chr34_34.00858,1,-,1057122,1058133,1866754
84.te00009,34,chr34_34.00861,1,-,1085732,1086735,1866754
84.te00010,34,chr34_34.00862,1,-,1086861,1087034,1866754
84.te00016,34,chr34_34.00866,1,+,1197887,1198857,1866754
84.te00018,34,chr34_34.00868,1,+,1223511,1223963,1866754
84.te00021,34,chr34_34.00871,1,+,1267819,1268773,1866754
84.te00022,34,chr34_34.00872,1,-,1268425,1268674,1866754
84.te00024,34,chr34_34.00874,1,+,1285931,1286448,1866754
84.te00025,34,chr34_34.00875,1,+,1287002,1287823,1866754
84.te00032,34,chr34_34.00881,1,+,1373904,1374247,1866754
84.te00033,34,chr34_34.00882,1,+,1374657,1374961,1866754
84.te00035,34,chr34_34.00884,1,+,1393774,1394142,1866754
84.te00036,34,chr34_34.00885,1,+,1394529,1394880,1866754
84.te00040,34,chr34_34.00889,1,+,1416545,1417202,1866754
84.te00045,34,chr34_34.00892,1,+,1442454,1442900,1866754
84.te00050,34,chr34_34.00897,1,+,1498691,1499134,1866754
84.te00054,34,chr34_34.00901,1,+,1562963,1563217,1866754
84.te00056,34,chr34_34.00903,1,+,1646293,1647044,1866754
84.te00061,34,chr34_34.00908,1,-,1721906,1722246,1866754
84.te00062,34,chr34_34.00909,1,+,1731308,1731660,1866754
84.te00066,34,chr34_34.00913,1,-,1854318,1855365,1866754
84.te00073,34,chr34_34.00755,1,+,24267,24665,1866754
84.te00098,34,chr34_34.00757,1,+,47449,47801,1866754
84.te00037,34,chr34_34.00886,1,+,1402349,1402892,1866754
84.te00038,34,chr34_34.00887,1,+,1405074,1405555,1866754
84.te00039,34,chr34_34.00888,1,+,1411244,1411741,1866754
84.te00041,34,chr34_34.00890,1,+,1419291,1419806,1866754
84.te00042,34,chr34_34.00891,1,+,1430203,1430732,1866754
84.te00055,34,chr34_34.00902,1,+,1586323,1587117,1866754
84.te00067,34,chr34_34.00914,1,-,1860957,1861562,1866754
84.te00074,34,chr34_34.00751,2,-,2064,2448,1866754
84.te00078,34,chr34_34.00752,2,+,3044,3434,1866754
84.te00109,34,chr34_34.00753,2,-,6458,6862,1866754
84.te00012,34,chr34_34.00754,2,-,11089,11484,1866754
84.te00087,34,chr34_34.00756,2,+,39211,39615,1866754
84.te00007,34,chr34_34.00761,2,+,106531,107142,1866754
84.te00014,34,chr34_34.00762,2,+,118062,118669,1866754
84.te00044,34,chr34_34.00765,2,-,143700,144184,1866754
84.te00072,34,chr34_34.00770,2,+,230485,231032,1866754
84.te00075,34,chr34_34.00771,2,+,255488,256139,1866754
84.te00077,34,chr34_34.00773,2,+,302256,302700,1866754
84.te00081,34,chr34_34.00776,2,+,338072,338669,1866754
84.te00082,34,chr34_34.00777,2,+,347655,348260,1866754
84.te00083,34,chr34_34.00778,2,+,352801,353284,1866754
84.te00084,34,chr34_34.00779,2,+,363078,363681,1866754
84.te00086,34,chr34_34.00781,2,+,388128,388715,1866754
84.te00088,34,chr34_34.00782,2,+,392999,393603,1866754
84.te00089,34,chr34_34.00783,2,+,407135,407749,1866754
84.te00092,34,chr34_34.00786,2,+,428548,429165,1866754
84.te00094,34,chr34_34.00788,2,+,449632,449790,1866754
84.te00095,34,chr34_34.00789,2,-,465689,466327,1866754
84.te00097,34,chr34_34.00791,2,-,471527,471713,1866754
84.te00102,34,chr34_34.00795,2,-,526682,527298,1866754
84.te00103,34,chr34_34.00796,2,-,531101,531717,1866754
84.te00105,34,chr34_34.00797,2,+,561431,561674,1866754
84.te00106,34,chr34_34.00798,2,-,585979,586586,1866754
84.te00108,34,chr34_34.00800,2,-,679632,680131,1866754
84.te00154,34,chr34_34.00845,2,+,878064,878674,1866754
84.te00161,34,chr34_34.00851,2,-,968827,969337,1866754
84.te00164,34,chr34_34.00854,2,-,982290,982880,1866754
84.te00001,34,chr34_34.00855,2,-,1019065,1019680,1866754
84.te00002,34,chr34_34.00856,2,-,1039476,1039945,1866754
84.te00006,34,chr34_34.00859,2,-,1062822,1063426,1866754
84.te00008,34,chr34_34.00860,2,+,1083887,1084522,1866754
84.te00011,34,chr34_34.00863,2,-,1099333,1099983,1866754
84.te00013,34,chr34_34.00864,2,-,1154822,1155395,1866754
84.te00015,34,chr34_34.00865,2,+,1194518,1194749,1866754
84.te00017,34,chr34_34.00867,2,-,1218996,1219623,1866754
84.te00019,34,chr34_34.00869,2,+,1257585,1258138,1866754
84.te00020,34,chr34_34.00870,2,+,1265188,1265807,1866754
84.te00023,34,chr34_34.00873,2,+,1270834,1271394,1866754
84.te00026,34,chr34_34.00876,2,+,1298994,1299585,1866754
84.te00027,34,chr34_34.00877,2,+,1320576,1321166,1866754
84.te00028,34,chr34_34.00878,2,+,1324603,1325187,1866754
84.te00029,34,chr34_34.00879,2,+,1330244,1330854,1866754
84.te00031,34,chr34_34.00880,2,+,1368275,1368887,1866754
84.te00034,34,chr34_34.00883,2,+,1393192,1393757,1866754
84.te00046,34,chr34_34.00893,2,+,1446686,1447210,1866754
84.te00047,34,chr34_34.00894,2,+,1458859,1459482,1866754
84.te00048,34,chr34_34.00895,2,+,1482881,1483546,1866754
84.te00049,34,chr34_34.00896,2,+,1492706,1492993,1866754
84.te00051,34,chr34_34.00898,2,+,1506228,1506757,1866754
84.te00052,34,chr34_34.00899,2,+,1506294,1506499,1866754
84.te00053,34,chr34_34.00900,2,+,1560622,1561204,1866754
84.te00057,34,chr34_34.00904,2,+,1665561,1666149,1866754
84.te00058,34,chr34_34.00905,2,+,1676807,1677354,1866754
84.te00059,34,chr34_34.00906,2,+,1696500,1697120,1866754
84.te00060,34,chr34_34.00907,2,-,1699826,1700447,1866754
84.te00063,34,chr34_34.00910,2,-,1740021,1740622,1866754
84.te00064,34,chr34_34.00911,2,+,1799891,1800508,1866754
84.te00065,34,chr34_34.00912,2,+,1802315,1802925,1866754
85.te00225,35,chr35_35.01068,1,-,71605,72067,2090491
85.te00122,35,chr35_35.01069,1,+,104821,105257,2090491
85.te00134,35,chr35_35.01071,1,+,114205,115373,2090491
85.te00139,35,chr35_35.01072,1,+,121208,121571,2090491
85.te00140,35,chr35_35.01073,1,+,123092,123455,2090491
85.te00194,35,chr35_35.01075,1,+,305762,306405,2090491
85.te00195,35,chr35_35.01076,1,+,325881,326067,2090491
85.te00197,35,chr35_35.01078,1,+,339144,339562,2090491
85.te00198,35,chr35_35.01079,1,+,352508,353110,2090491
85.te00200,35,chr35_35.01081,1,+,382446,382743,2090491
85.te00201,35,chr35_35.01082,1,+,382851,383166,2090491
85.te00202,35,chr35_35.01083,1,+,383616,384175,2090491
85.te00206,35,chr35_35.01087,1,-,460461,461288,2090491
85.te00212,35,chr35_35.01092,1,+,521701,522069,2090491
85.te00213,35,chr35_35.01093,1,+,523876,524959,2090491
85.te00216,35,chr35_35.01096,1,-,591916,592989,2090491
85.te00222,35,chr35_35.01101,1,+,657967,659043,2090491
85.te00230,35,chr35_35.01108,1,-,756464,756499,2090491
85.te00231,35,chr35_35.01109,1,+,764377,764514,2090491
85.te00232,35,chr35_35.01110,1,+,838663,839068,2090491
85.te00235,35,chr35_35.01113,1,-,864337,864729,2090491
85.te00237,35,chr35_35.01115,1,+,924717,925939,2090491
85.te00240,35,chr35_35.01118,1,+,981008,982083,2090491
85.te00125,35,chr35_35.01122,1,-,1071380,1072199,2090491
85.te00127,35,chr35_35.01124,1,-,1091176,1091689,2090491
85.te00129,35,chr35_35.01125,1,+,1105881,1106164,2090491
85.te00131,35,chr35_35.01127,1,-,1130754,1131686,2090491
85.te00133,35,chr35_35.01129,1,-,1136734,1137580,2090491
85.te00136,35,chr35_35.01131,1,-,1153181,1154055,2090491
85.te00138,35,chr35_35.01133,1,-,1191905,1192979,2090491
85.te00141,35,chr35_35.01134,1,-,1230221,1231402,2090491
85.te00142,35,chr35_35.01135,1,-,1233103,1233621,2090491
85.te00143,35,chr35_35.01136,1,-,1244370,1244822,2090491
85.te00149,35,chr35_35.01142,1,+,1406646,1407402,2090491
85.te00151,35,chr35_35.01144,1,+,1422091,1422477,2090491
85.te00152,35,chr35_35.01145,1,+,1423802,1424725,2090491
85.te00155,35,chr35_35.01148,1,-,1451702,1452618,2090491
85.te00156,35,chr35_35.01149,1,-,1453954,1454328,2090491
85.te00159,35,chr35_35.01152,1,-,1487412,1488330,2090491
85.te00162,35,chr35_35.01155,1,+,1585024,1585788,2090491
85.te00163,35,chr35_35.01156,1,+,1600926,1601844,2090491
85.te00166,35,chr35_35.01159,1,+,1706398,1707270,2090491
85.te00168,35,chr35_35.01161,1,+,1729878,1730226,2090491
85.te00169,35,chr35_35.01162,1,+,1731427,1732313,2090491
85.te00171,35,chr35_35.01164,1,-,1803448,1803723,2090491
85.te00173,35,chr35_35.01166,1,+,1829211,1829448,2090491
85.te00174,35,chr35_35.01167,1,+,1835794,1836213,2090491
85.te00181,35,chr35_35.01174,1,-,1941384,1941589,2090491
85.te00182,35,chr35_35.01175,1,-,1942891,1943641,2090491
85.te00189,35,chr35_35.01182,1,+,2029544,2029757,2090491
85.te00190,35,chr35_35.01183,1,+,2059060,2059644,2090491
85.te00191,35,chr35_35.01184,1,+,2063721,2064706,2090491
85.te00192,35,chr35_35.01185,1,-,2067597,2068343,2090491
85.te00128,35,chr35_35.01070,1,-,108750,109344,2090491
85.te00124,35,chr35_35.01065,2,-,10093,10677,2090491
85.te00207,35,chr35_35.01066,2,-,45720,46312,2090491
85.te00218,35,chr35_35.01067,2,+,63256,63826,2090491
85.te00193,35,chr35_35.01074,2,+,280016,280630,2090491
85.te00196,35,chr35_35.01077,2,+,335142,335776,2090491
85.te00199,35,chr35_35.01080,2,+,356557,357151,2090491
85.te00203,35,chr35_35.01084,2,+,405754,406357,2090491
85.te00204,35,chr35_35.01085,2,+,436081,436649,2090491
85.te00205,35,chr35_35.01086,2,-,447552,448139,2090491
85.te00208,35,chr35_35.01088,2,+,471027,471568,2090491
85.te00209,35,chr35_35.01089,2,-,491437,491794,2090491
85.te00210,35,chr35_35.01090,2,-,494371,494911,2090491
85.te00211,35,chr35_35.01091,2,-,516288,516763,2090491
85.te00214,35,chr35_35.01094,2,+,563403,563964,2090491
85.te00215,35,chr35_35.01095,2,-,571776,572334,2090491
85.te00217,35,chr35_35.01097,2,+,613989,614582,2090491
85.te00219,35,chr35_35.01098,2,+,635840,636326,2090491
85.te00220,35,chr35_35.01099,2,-,641647,642182,2090491
85.te00221,35,chr35_35.01100,2,-,648249,648745,2090491
85.te00223,35,chr35_35.01102,2,-,678044,678594,2090491
85.te00224,35,chr35_35.01103,2,-,707571,708125,2090491
85.te00226,35,chr35_35.01104,2,-,722665,723251,2090491
85.te00227,35,chr35_35.01105,2,-,728915,729467,2090491
85.te00228,35,chr35_35.01106,2,+,743252,743823,2090491
85.te00229,35,chr35_35.01107,2,+,754567,755126,2090491
85.te00233,35,chr35_35.01111,2,+,849692,850272,2090491
85.te00234,35,chr35_35.01112,2,+,857014,857596,2090491
85.te00236,35,chr35_35.01114,2,+,877911,878452,2090491
85.te00238,35,chr35_35.01116,2,+,952513,953126,2090491
85.te00239,35,chr35_35.01117,2,-,980557,980756,2090491
85.te00241,35,chr35_35.01119,2,-,982304,982508,2090491
85.te00242,35,chr35_35.01120,2,+,997635,998263,2090491
85.te00123,35,chr35_35.01121,2,+,1053343,1053939,2090491
85.te00126,35,chr35_35.01123,2,+,1087483,1087922,2090491
85.te00130,35,chr35_35.01126,2,-,1110526,1111098,2090491
85.te00132,35,chr35_35.01128,2,-,1133109,1133666,2090491
85.te00135,35,chr35_35.01130,2,-,1148999,1149506,2090491
85.te00137,35,chr35_35.01132,2,-,1191163,1191738,2090491
85.te00144,35,chr35_35.01137,2,-,1326412,1327034,2090491
85.te00145,35,chr35_35.01138,2,+,1356587,1357192,2090491
85.te00146,35,chr35_35.01139,2,-,1362508,1363088,2090491
85.te00147,35,chr35_35.01140,2,-,1396961,1397505,2090491
85.te00148,35,chr35_35.01141,2,+,1405035,1405562,2090491
85.te00150,35,chr35_35.01143,2,-,1407405,1407922,2090491
85.te00153,35,chr35_35.01146,2,-,1445402,1445848,2090491
85.te00154,35,chr35_35.01147,2,-,1451236,1451684,2090491
85.te00157,35,chr35_35.01150,2,-,1464748,1465131,2090491
85.te00158,35,chr35_35.01151,2,-,1486901,1487398,2090491
85.te00160,35,chr35_35.01153,2,-,1543191,1543737,2090491
85.te00161,35,chr35_35.01154,2,+,1566975,1567548,2090491
85.te00164,35,chr35_35.01157,2,+,1630776,1631367,2090491
85.te00165,35,chr35_35.01158,2,+,1697567,1698137,2090491
85.te00167,35,chr35_35.01160,2,-,1713355,1713934,2090491
85.te00170,35,chr35_35.01163,2,+,1788561,1789078,2090491
85.te00172,35,chr35_35.01165,2,+,1811470,1812125,2090491
85.te00175,35,chr35_35.01168,2,+,1838713,1839355,2090491
85.te00176,35,chr35_35.01169,2,+,1851097,1851728,2090491
85.te00177,35,chr35_35.01170,2,-,1872506,1873128,2090491
85.te00178,35,chr35_35.01171,2,+,1884803,1885309,2090491
85.te00179,35,chr35_35.01172,2,+,1913179,1913756,2090491
85.te00180,35,chr35_35.01173,2,+,1921566,1922153,2090491
85.te00183,35,chr35_35.01176,2,+,1961042,1961715,2090491
85.te00184,35,chr35_35.01177,2,+,1976295,1976956,2090491
85.te00185,35,chr35_35.01178,2,+,1983441,1984102,2090491
85.te00186,35,chr35_35.01179,2,+,1987446,1988102,2090491
85.te00187,35,chr35_35.01180,2,+,2019641,2020201,2090491
85.te00188,35,chr35_35.01181,2,+,2022219,2022763,2090491
86.te00152,36,chr36_36.01003,1,-,12395,13274,2682183
86.te00236,36,chr36_36.01004,1,-,26811,27793,2682183
86.te00280,36,chr36_36.01008,1,+,86672,86916,2682183
86.te00172,36,chr36_36.01010,1,+,176043,176981,2682183
86.te00186,36,chr36_36.01011,1,+,193247,193627,2682183
86.te00188,36,chr36_36.01012,1,+,194151,194837,2682183
86.te00201,36,chr36_36.01014,1,+,215543,216043,2682183
86.te00202,36,chr36_36.01015,1,+,216449,217201,2682183
86.te00211,36,chr36_36.01016,1,+,232529,233024,2682183
86.te00212,36,chr36_36.01017,1,+,233421,234217,2682183
86.te00234,36,chr36_36.01018,1,+,263384,264060,2682183
86.te00238,36,chr36_36.01020,1,+,305914,306639,2682183
86.te00241,36,chr36_36.01023,1,+,319281,319480,2682183
86.te00243,36,chr36_36.01025,1,+,348168,348443,2682183
86.te00245,36,chr36_36.01027,1,+,379139,380224,2682183
86.te00247,36,chr36_36.01029,1,+,431268,432053,2682183
86.te00250,36,chr36_36.01032,1,-,464838,465830,2682183
86.te00251,36,chr36_36.01033,1,-,466887,467493,2682183
86.te00252,36,chr36_36.01034,1,+,470062,470798,2682183
86.te00257,36,chr36_36.01038,1,+,502904,503071,2682183
86.te00258,36,chr36_36.01039,1,+,511133,511968,2682183
86.te00260,36,chr36_36.01041,1,-,569059,569989,2682183
86.te00262,36,chr36_36.01043,1,-,578306,579142,2682183
86.te00266,36,chr36_36.01047,1,-,596158,597225,2682183
86.te00274,36,chr36_36.01053,1,-,811633,812079,2682183
86.te00276,36,chr36_36.01055,1,+,830000,830367,2682183
86.te00277,36,chr36_36.01056,1,+,837352,837727,2682183
86.te00278,36,chr36_36.01057,1,-,843069,843335,2682183
86.te00279,36,chr36_36.01058,1,+,856877,857890,2682183
86.te00281,36,chr36_36.01059,1,+,888817,889578,2682183
86.te00285,36,chr36_36.01063,1,+,962537,962990,2682183
86.te00287,36,chr36_36.01065,1,-,994711,995064,2682183
86.te00137,36,chr36_36.01067,1,-,1005654,1006107,2682183
86.te00138,36,chr36_36.01068,1,+,1024673,1025122,2682183
86.te00141,36,chr36_36.01071,1,-,1055945,1056139,2682183
86.te00144,36,chr36_36.01074,1,+,1112180,1112417,2682183
86.te00149,36,chr36_36.01078,1,+,1174750,1175209,2682183
86.te00150,36,chr36_36.01079,1,+,1180863,1181287,2682183
86.te00153,36,chr36_36.01081,1,-,1345807,1346652,2682183
86.te00154,36,chr36_36.01082,1,-,1389081,1389346,2682183
86.te00158,36,chr36_36.01086,1,+,1505837,1506678,2682183
86.te00161,36,chr36_36.01089,1,+,1551899,1552072,2682183
86.te00162,36,chr36_36.01090,1,-,1553865,1554064,2682183
86.te00163,36,chr36_36.01091,1,+,1561262,1561666,2682183
86.te00165,36,chr36_36.01093,1,+,1577981,1578294,2682183
86.te00168,36,chr36_36.01096,1,+,1635302,1636327,2682183
86.te00169,36,chr36_36.01097,1,+,1656045,1657066,2682183
86.te00171,36,chr36_36.01099,1,+,1754626,1755366,2682183
86.te00174,36,chr36_36.01101,1,+,1765683,1766330,2682183
86.te00177,36,chr36_36.01104,1,-,1790323,1790544,2682183
86.te00178,36,chr36_36.01105,1,+,1819240,1819887,2682183
86.te00179,36,chr36_36.01106,1,+,1822135,1822780,2682183
86.te00180,36,chr36_36.01107,1,-,1838674,1838849,2682183
86.te00181,36,chr36_36.01108,1,+,1851847,1852392,2682183
86.te00183,36,chr36_36.01110,1,-,1906340,1907089,2682183
86.te00185,36,chr36_36.01112,1,-,1928183,1928929,2682183
86.te00190,36,chr36_36.01115,1,-,1994222,1994918,2682183
86.te00192,36,chr36_36.01117,1,-,2048082,2048621,2682183
86.te00193,36,chr36_36.01118,1,-,2079273,2079969,2682183
86.te00195,36,chr36_36.01120,1,-,2085860,2086538,2682183
86.te00197,36,chr36_36.01121,1,-,2111940,2112595,2682183
86.te00199,36,chr36_36.01123,1,-,2135672,2136324,2682183
86.te00205,36,chr36_36.01127,1,-,2188998,2189927,2682183
86.te00208,36,chr36_36.01130,1,-,2268878,2269941,2682183
86.te00209,36,chr36_36.01131,1,-,2284899,2285381,2682183
86.te00215,36,chr36_36.01135,1,-,2402075,2403247,2682183
86.te00216,36,chr36_36.01136,1,+,2439039,2440141,2682183
86.te00220,36,chr36_36.01140,1,-,2507189,2507446,2682183
86.te00221,36,chr36_36.01141,1,-,2507577,2508056,2682183
86.te00222,36,chr36_36.01142,1,-,2513813,2514276,2682183
86.te00223,36,chr36_36.01143,1,+,2538005,2538271,2682183
86.te00224,36,chr36_36.01144,1,+,2538282,2538950,2682183
86.te00226,36,chr36_36.01146,1,+,2574302,2574760,2682183
86.te00230,36,chr36_36.01150,1,+,2596544,2596810,2682183
86.te00231,36,chr36_36.01151,1,+,2596827,2597506,2682183
86.te00284,36,chr36_36.01062,1,+,948549,949068,2682183
86.te00254,36,chr36_36.01005,2,-,47630,48236,2682183
86.te00268,36,chr36_36.01006,2,-,68903,69488,2682183
86.te00272,36,chr36_36.01007,2,-,77582,78171,2682183
86.te00148,36,chr36_36.01009,2,+,116395,116974,2682183
86.te00196,36,chr36_36.01013,2,+,208842,209435,2682183
86.te00237,36,chr36_36.01019,2,+,304763,305123,2682183
86.te00239,36,chr36_36.01021,2,+,309270,309594,2682183
86.te00240,36,chr36_36.01022,2,-,318998,319280,2682183
86.te00242,36,chr36_36.01024,2,+,346529,347020,2682183
86.te00244,36,chr36_36.01026,2,+,352423,352961,2682183
86.te00246,36,chr36_36.01028,2,+,405242,405897,2682183
86.te00248,36,chr36_36.01030,2,+,438741,439264,2682183
86.te00249,36,chr36_36.01031,2,+,453354,453840,2682183
86.te00253,36,chr36_36.01035,2,+,478877,479400,2682183
86.te00255,36,chr36_36.01036,2,-,490656,491134,2682183
86.te00256,36,chr36_36.01037,2,+,493309,493786,2682183
86.te00259,36,chr36_36.01040,2,-,563308,563845,2682183
86.te00261,36,chr36_36.01042,2,-,571000,571556,2682183
86.te00263,36,chr36_36.01044,2,-,583578,584096,2682183
86.te00264,36,chr36_36.01045,2,-,585810,586346,2682183
86.te00265,36,chr36_36.01046,2,+,590522,591039,2682183
86.te00267,36,chr36_36.01048,2,-,630144,630654,2682183
86.te00269,36,chr36_36.01049,2,-,724675,725074,2682183
86.te00270,36,chr36_36.01050,2,-,768107,768667,2682183
86.te00271,36,chr36_36.01051,2,-,769756,770276,2682183
86.te00273,36,chr36_36.01052,2,-,787982,788426,2682183
86.te00275,36,chr36_36.01054,2,+,824346,824912,2682183
86.te00282,36,chr36_36.01060,2,+,911302,911903,2682183
86.te00283,36,chr36_36.01061,2,+,933318,933906,2682183
86.te00286,36,chr36_36.01064,2,+,983348,983959,2682183
